Name;PowerState;Folder;IPAddress;SubnetMask;MacAddress;Gateway;TotalNics;DNS;NicType;PortGroup;VMHost;VMHostId;Cluster;VCenter
id-fr-formpriv1-a;PoweredOn;EUI - FORMULAIRE MOBILE - FR;10.234.107.220, 10.234.96.214, 172.21.45.158;10.234.96.0/26;00:50:56:a4:5b:3e, 00:50:56:a4:33:4e, 00:50:56:a4:69:fc, 00:50:56:a4:50:cb;172.21.45.250, 172.21.45.158, 10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx2a.bagnolet.francetelecom.fr;HostSystem-host-421;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-was-priv3-a;PoweredOn;USSO - WASPRIV - MM;10.234.107.197, fe80::250:56ff:fea4:678a, 10.234.96.143, fe80::250:56ff:fea4:3012, 172.21.45.168, fe80::250:56ff:fea4:5e15;10.234.96.0/26 172.21.45.0/24;00:50:56:a4:67:8a, 00:50:56:a4:72:5f, 00:50:56:a4:30:12, 00:50:56:a4:5e:15;10.234.107.254, 10.234.96.160;4;172.21.45.129, 172.21.45.130, 10.234.18.153;Flexible;Production AD, Production DE, Production DI, Production PR;opsidwup5esx2a.bagnolet.francetelecom.fr;HostSystem-host-421;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-evntdb-ws1-a;PoweredOn;EUI - BLACKLIST - FR;10.234.107.190, 10.234.96.239, 172.21.45.202;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:36:a4, 00:50:56:b2:0d:82, 00:50:56:b2:7e:07, 00:50:56:b2:2c:07;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx2a.bagnolet.francetelecom.fr;HostSystem-host-421;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-wupp-dns1-a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.111.98.57, 10.234.107.129, 10.234.96.147, 172.21.45.129;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24 10.111.98.0/23;00:50:56:a4:62:29, 00:50:56:a4:23:1f, 00:50:56:a4:76:48, 00:50:56:a4:3d:b7, 00:50:56:90:0d:ce, 00:50:56:90:76:a7;10.234.107.254, 10.234.96.160;6;127.0.0.1, 10.234.18.152, 10.234.18.153;e1000, Vmxnet3;Production AD, Production DE, Production DI, Production PR, VM ADM 1455, VM PRV 1812;opsidwup5esx4a.bagnolet.francetelecom.fr;HostSystem-host-430;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsiddnswupp1a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.111.98.68, 10.107.30.11, 10.77.130.11;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:76:b6, 00:50:56:90:76:b7, 00:50:56:90:76:b8;10.107.31.254, 10.111.99.254;3;10.77.130.11, 10.77.130.12, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx4a.bagnolet.francetelecom.fr;HostSystem-host-430;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsmqwas03a;PoweredOn;vm;10.111.99.43, 10.107.30.143, 10.77.131.143;10.107.30.0/23;00:50:56:ba:8b:6b, 00:50:56:ba:2a:2c, 00:50:56:ba:b9:53;10.107.31.254, 10.111.99.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx4a.bagnolet.francetelecom.fr;HostSystem-host-430;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opevgfrws01a;PoweredOn;USSO - EVENT MANAGER - FR;10.111.98.208, 10.107.30.46, 10.77.130.57;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:8d:2e:f1, 00:50:56:8d:d1:ce, 00:50:56:8d:08:57;10.107.31.254, 10.111.99.254;3;10.77.130.11, 10.77.130.12, 10.234.18.153;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx4a.bagnolet.francetelecom.fr;HostSystem-host-430;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv33a;PoweredOn;USSO - WASPRIV - FR;10.111.98.132, 10.107.30.132, 10.77.130.132;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:22, 00:50:56:90:31:23, 00:50:56:90:31:24;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx4a.bagnolet.francetelecom.fr;HostSystem-host-430;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwarmmws3a;PoweredOn;USSO - ARC - MM;10.234.107.15, 10.234.183.3, 172.21.45.207;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:16, 00:50:56:90:43:17, 00:50:56:90:43:18;10.234.107.254, 10.234.183.126;3;172.21.45.129, 172.21.45.130, 10.234.18.153;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup5esx4a.bagnolet.francetelecom.fr;HostSystem-host-430;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrscrprv1a;PoweredOn;EUI - SELFCARE PRIVE - FR;10.234.107.233, 10.234.96.232, 172.21.45.66;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:1d:ea, 00:50:56:b2:0c:f3, 00:50:56:b2:42:15;10.234.107.254, 10.234.96.160;3;172.21.45.129, 172.21.45.130, 10.234.18.153;EnhancedVmxnet;Production AD, Production DI, Production PR;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsahfrws3a;PoweredOn;USSO - SAID - FR;10.111.98.200, 10.107.30.28, 10.77.130.28;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:8d:74:7f, 00:50:56:8d:84:29, 00:50:56:8d:57:4d;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv25a;PoweredOn;USSO - WASPRIV - FR;10.111.98.124, 10.107.30.124, 10.77.130.124;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:e3, 00:50:56:90:30:e4, 00:50:56:90:30:e5;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-lock-db1-a;PoweredOn;EUI - IDENTITY LOCKER - FR;10.234.107.208, 10.234.96.212, 172.21.45.195;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:47:5c, 00:50:56:b2:21:90, 00:50:56:b2:03:30, 00:50:56:b2:03:e3;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrblmws1a;PoweredOn;EUI - BLACKLIST - FR;10.111.98.199, 10.107.30.32, 10.77.130.24;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:0f:32, 00:50:56:90:0f:33, 00:50:56:90:0f:34;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.98.198.209;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv29a;PoweredOn;USSO - WASPRIV - FR;10.111.98.128, 10.107.30.128, 10.77.130.128;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:f2, 00:50:56:90:30:f3, 00:50:56:90:30:f4;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrevtfdb1a;PoweredOn;EUI - BLACKLIST - FR;10.111.98.61, 10.107.30.4, 10.77.130.4;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:78:77, 00:50:56:90:78:78, 00:50:56:90:78:79;10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
uaeuifrpldbdc1a;PoweredOn;EUI - SELFCARE PRIVE - FR;10.111.98.80, 10.107.30.22, 10.77.130.22;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:54:ae, 00:50:56:90:54:af, 00:50:56:90:54:b0;10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx6a.bagnolet.francetelecom.fr;HostSystem-host-436;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-srv-mgt1-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.234, 10.234.96.180, 172.21.45.177;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:76:f5, 00:50:56:b2:76:f6, 00:50:56:b2:31:21, 00:50:56:b2:42:90;10.234.107.254, 10.234.96.160;4;172.21.45.129, 172.21.45.130, 10.234.18.153;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv5a;PoweredOn;USSO - WASPRIV - FR;10.111.98.104, 10.107.30.104, 10.77.130.104;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:a7, 00:50:56:90:30:a8, 00:50:56:90:30:a9;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-lock-web3-a;PoweredOn;EUI - IDENTITY LOCKER - FR;10.234.107.206, 10.234.96.210, 172.21.45.193;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:18:f4, 00:50:56:b2:7d:1a, 00:50:56:b2:5d:fb, 00:50:56:b2:5f:8b;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrpldbdc1a;PoweredOn;EUI - SELFCARE PRIVE - FR;10.111.98.75, 10.107.30.17, 10.77.130.17;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:1b:b4, 00:50:56:90:1b:b5, 00:50:56:90:1b:b6;10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-was-priv5-a;PoweredOn;USSO - WASPRIV - MM;10.234.107.199, fe80::250:56ff:fea4:3f5b, 10.234.96.145, fe80::250:56ff:fea4:5b0b, 172.21.45.170, fe80::250:56ff:fea4:631b;10.234.96.0/26 172.21.45.0/24;00:50:56:a4:3f:5b, 00:50:56:a4:78:46, 00:50:56:a4:5b:0b, 00:50:56:a4:63:1b;10.234.107.254, 10.234.96.160;4;172.21.45.129, 172.21.45.130, 10.234.18.153;Flexible;Production AD, Production DE, Production DI, Production PR;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-auth-serv3-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.249, 10.234.96.168, 172.21.45.190;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:72:59, 00:50:56:b2:28:4c, 00:50:56:b2:44:a1, 00:50:56:b2:03:a2;10.234.107.254, 10.234.96.160;4;172.21.45.129, 172.21.45.130, 10.234.18.153;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-lock-web1-a;PoweredOn;EUI - IDENTITY LOCKER - FR;10.234.107.204, 10.234.96.208, 172.21.45.191;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:2f:72, 00:50:56:b2:7a:e1, 00:50:56:b2:21:ac, 00:50:56:b2:35:fa;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv15a;PoweredOn;USSO - WASPRIV - FR;10.111.98.114, 10.107.30.114, 10.77.130.114;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:c5, 00:50:56:90:30:c6, 00:50:56:90:30:c7;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup5esx5a.bagnolet.francetelecom.fr;HostSystem-host-443;CLOAUBSIDWUP05;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-evntdb-db0-a;PoweredOn;EUI - BLACKLIST - FR;10.234.107.216, 10.234.96.169, 172.21.45.45;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:6d:5a, 00:50:56:b2:18:65, 00:50:56:b2:43:40;10.234.107.254, 10.234.96.160;3;10.98.198.209, 10.98.149.201, 10.98.91.71;EnhancedVmxnet;Production AD, Production DI, Production PR;opsidwup6esx3a.bagnolet.francetelecom.fr;HostSystem-host-452;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-was-priv2-a;PoweredOn;USSO - WASPRIV - MM;10.234.107.196, fe80::250:56ff:fea4:2853, 10.234.96.142, fe80::250:56ff:fea4:2064, 172.21.45.167, fe80::250:56ff:fea4:6465;10.234.96.0/26 172.21.45.0/24;00:50:56:a4:28:53, 00:50:56:a4:43:2e, 00:50:56:a4:20:64, 00:50:56:a4:64:65;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;Flexible;Production AD, Production DE, Production DI, Production PR;opsidwup6esx3a.bagnolet.francetelecom.fr;HostSystem-host-452;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv4a;PoweredOn;USSO - WASPRIV - FR;10.111.98.103, 10.107.30.103, 10.77.130.103;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:a4, 00:50:56:90:30:a5, 00:50:56:90:30:a6;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx3a.bagnolet.francetelecom.fr;HostSystem-host-452;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwarmmdbc2a;PoweredOn;USSO - ARC - MM;10.234.107.213, 10.234.183.11, 172.21.45.215;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:2e, 00:50:56:90:43:2f, 00:50:56:90:43:30;10.234.107.254, 10.234.183.126;3;172.21.45.130, 172.21.45.129, 10.234.18.152;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup6esx3a.bagnolet.francetelecom.fr;HostSystem-host-452;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrevtfdb2a;PoweredOn;EUI - BLACKLIST - FR;10.111.98.62, 10.107.30.5, 10.77.130.5;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:78:7a, 00:50:56:90:78:7b, 00:50:56:90:78:7c;10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx3a.bagnolet.francetelecom.fr;HostSystem-host-452;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwtrwtpriv10a;PoweredOn;USSO - WT;10.111.98.192, 10.117.11.139, 10.77.130.53;10.77.130.0/23 10.111.98.0/23;00:50:56:90:2d:57, 00:50:56:90:2d:58, 00:50:56:90:2d:59;10.111.99.254, 10.117.11.190;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1277, VM PRV 1812;opsidwup6esx12a.bagnolet.francetelecom.fr;HostSystem-host-458;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-srv-mgt2-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.235, 10.234.96.181, 172.21.45.178;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:77:1c, 00:50:56:b2:03:07, 00:50:56:b2:17:46, 00:50:56:b2:1b:b3;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx12a.bagnolet.francetelecom.fr;HostSystem-host-458;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwarmmws6a;PoweredOn;USSO - ARC - MM;10.234.107.46, 10.234.183.6, 172.21.45.210;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:1f, 00:50:56:90:43:20, 00:50:56:90:43:21;10.234.107.254, 10.234.183.126;3;172.21.45.130, 172.21.45.129, 10.234.18.152;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup6esx12a.bagnolet.francetelecom.fr;HostSystem-host-458;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrevtfdb4a;PoweredOn;EUI - BLACKLIST - FR;10.111.98.64, 10.107.30.7, 10.77.130.7;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:78:80, 00:50:56:90:78:81, 00:50:56:90:78:82;10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx12a.bagnolet.francetelecom.fr;HostSystem-host-458;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-openid2-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.239, 10.234.96.185, 172.21.45.182;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:02:6f, 00:50:56:b2:3a:0f, 00:50:56:b2:5e:27, 00:50:56:b2:37:79;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx12a.bagnolet.francetelecom.fr;HostSystem-host-458;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv12a;PoweredOn;USSO - WASPRIV - FR;10.111.98.111, 10.107.30.111, 10.77.130.111;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:bc, 00:50:56:90:30:bd, 00:50:56:90:30:be;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx2a.bagnolet.francetelecom.fr;HostSystem-host-465;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opevgfrws04a;PoweredOn;USSO - EVENT MANAGER - FR;10.111.98.211, 10.107.30.49, 10.77.130.60;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:8d:9e:46, 00:50:56:8d:11:14, 00:50:56:8d:5a:54;10.107.31.254, 10.111.99.254;3;10.77.130.12, 10.77.130.11, 10.234.18.152;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx2a.bagnolet.francetelecom.fr;HostSystem-host-465;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-was-priv6-a;PoweredOn;USSO - WASPRIV - MM;10.234.107.200, fe80::250:56ff:fea4:426e, 10.234.96.146, fe80::250:56ff:fea4:49f8, 172.21.45.171, fe80::250:56ff:fea4:2d44;10.234.96.0/26 172.21.45.0/24;00:50:56:a4:42:6e, 00:50:56:a4:08:3e, 00:50:56:a4:49:f8, 00:50:56:a4:2d:44;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;Flexible;Production AD, Production DE, Production DI, Production PR;opsidwup6esx2a.bagnolet.francetelecom.fr;HostSystem-host-465;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv26a;PoweredOn;USSO - WASPRIV - FR;10.111.98.125, 10.107.30.125, 10.77.130.125;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:e9, 00:50:56:90:30:ea, 00:50:56:90:30:eb;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx16a.bagnolet.francetelecom.fr;HostSystem-host-471;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv10a;PoweredOn;USSO - WASPRIV - FR;10.111.98.109, 10.107.30.109, 10.77.130.109;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:b6, 00:50:56:90:30:b7, 00:50:56:90:30:b8;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx16a.bagnolet.francetelecom.fr;HostSystem-host-471;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv2a;PoweredOn;USSO - WASPRIV - FR;10.111.98.101, 10.107.30.101, 10.77.130.101;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:9e, 00:50:56:90:30:9f, 00:50:56:90:30:a0;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx16a.bagnolet.francetelecom.fr;HostSystem-host-471;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-evntdb-ws0-a;PoweredOn;EUI - BLACKLIST - FR;10.234.107.214, 10.107.30.25, 172.21.45.44;172.21.45.0/24 10.234.107.0/24 10.107.30.0/23;00:50:56:b2:31:38, 00:50:56:b2:59:9a, 00:50:56:b2:67:75;10.234.107.254, 10.107.31.254;3;10.98.198.209, 10.98.149.201, 10.98.91.71;EnhancedVmxnet;Production AD, VM PRI 1276, Production PR;opsidwup6esx7a.bagnolet.francetelecom.fr;HostSystem-host-477;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsidsanadm2a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.111.98.71, 10.107.30.13, 19.77.130.13;10.107.30.0/23 10.111.98.0/23 19.77.130.0/23;00:50:56:8d:32:68, 00:50:56:8d:5f:5b, 00:50:56:8d:fa:4e;10.107.31.254, 10.111.99.254;3;10.98.91.72, 10.98.149.201;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx7a.bagnolet.francetelecom.fr;HostSystem-host-477;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
uaeuifrevtfws2a;PoweredOn;EUI - BLACKLIST - FR;10.111.98.82, 10.107.30.24, 10.77.130.32;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:4a:1e, 00:50:56:90:4a:1f, 00:50:56:90:4a:20;10.111.99.254, 10.107.31.254;3;10.77.130.11, 10.77.130.12, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx7a.bagnolet.francetelecom.fr;HostSystem-host-477;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-evntdb-ws2-a;PoweredOn;EUI - BLACKLIST - FR;10.234.107.191, 10.234.96.240, 172.21.45.203;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:1f:ae, 00:50:56:b2:39:81, 00:50:56:b2:20:f5, 00:50:56:b2:2b:57;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx7a.bagnolet.francetelecom.fr;HostSystem-host-477;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
uaeuifrevtfdb2a;PoweredOn;EUI - BLACKLIST - FR;10.111.98.67, 10.107.30.10, 10.77.130.10;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:78:65, 00:50:56:90:78:66, 00:50:56:90:78:67;10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx7a.bagnolet.francetelecom.fr;HostSystem-host-477;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
